Job_Title,Education_Level,Risk_Category,Average_Salary,Automation_Probability_2030,AI_Exposure_Index
Research Scientist,High School,Low,86373,0.27,0.39
Chef,Master's,Medium,73532,0.65,0.25
Nurse,Master's,Low,132708,0.26,0.07
Nurse,Master's,Low,144846,0.2,0.35
Nurse,Master's,Low,90254,0.24,0.29
Nurse,Master's,Low,51219,0.26,0.84
Graphic Designer,PhD,Low,114899,0.5,0.47
Retail Worker,High School,High,63275,0.93,0.97
Graphic Designer,PhD,Low,79662,0.47,0.47
Doctor,Master's,Low,62158,0.22,0.05
Research Scientist,High School,Low,103484,0.27,0.68
Doctor,Master's,Low,116810,0.11,0.46
Security Guard,PhD,High,104035,0.88,0.77
Financial Analyst,PhD,Medium,83917,0.67,0.83
UX Researcher,Bachelor's,Medium,91752,0.46,0.05
Retail Worker,High School,High,120866,0.73,0.3
Security Guard,PhD,High,56974,0.7,0.14
Financial Analyst,PhD,Medium,130672,0.47,0.93
AI Engineer,Bachelor's,Low,58327,0.18,0.74
Doctor,Master's,Low,63258,0.13,0.4
Lawyer,High School,Medium,95777,0.36,0.73
UX Researcher,Bachelor's,Medium,105127,0.43,0.6
Teacher,PhD,Low,64846,0.11,0.73
Lawyer,High School,Medium,89397,0.65,0.77
Teacher,PhD,Low,148915,0.26,0.98
Research Scientist,High School,Low,140554,0.27,0.95
Financial Analyst,PhD,Medium,114153,0.67,0.06
Graphic Designer,PhD,Low,137526,0.44,0.8
Nurse,Master's,Low,126482,0.25,0.65
UX Researcher,Bachelor's,Medium,124274,0.67,0.49
HR Specialist,PhD,Medium,48638,0.46,0.63
Software Engineer,PhD,Medium,73162,0.56,0.74
Teacher,PhD,Low,66105,0.23,0.06
AI Engineer,Bachelor's,Low,48246,0.05,0.72
Security Guard,PhD,High,86470,0.8,0.92
Marketing Manager,Bachelor's,Medium,136054,0.52,0.22
Retail Worker,High School,High,109721,0.85,0.47
Software Engineer,PhD,Medium,90475,0.59,0.12
Truck Driver,High School,High,48422,0.73,0.11
Data Scientist,High School,Medium,74380,0.41,0.33
Chef,Master's,Medium,114999,0.68,0.57
Construction Worker,PhD,High,45224,0.92,0.57
Construction Worker,PhD,High,73302,0.9,0.24
Construction Worker,PhD,High,97743,0.93,0.67
Data Scientist,High School,Medium,136974,0.68,0.25
Graphic Designer,PhD,Low,31987,0.41,0.33
Marketing Manager,Bachelor's,Medium,102587,0.41,0.37
Doctor,Master's,Low,56932,0.25,0.38
Teacher,PhD,Low,114371,0.12,0.03
Nurse,Master's,Low,133027,0.28,0.12
Research Scientist,High School,Low,45353,0.22,0.66
Construction Worker,PhD,High,67970,0.82,0.98
Data Scientist,High School,Medium,57154,0.42,0.36
Marketing Manager,Bachelor's,Medium,115793,0.51,0.49
Truck Driver,High School,High,43174,0.81,0.22
Financial Analyst,PhD,Medium,88323,0.32,0.62
Data Scientist,High School,Medium,123335,0.5,0.26
Doctor,Master's,Low,67877,0.17,0.36
Nurse,Master's,Low,86779,0.22,0.2
Construction Worker,PhD,High,34650,0.81,0.03
Lawyer,High School,Medium,93884,0.44,0.05
Lawyer,High School,Medium,37317,0.59,0.62
Chef,Master's,Medium,123947,0.67,0.67
Teacher,PhD,Low,88524,0.18,0.26
Nurse,Master's,Low,44316,0.22,0.62
Retail Worker,High School,High,112142,0.76,0.54
Customer Support,Master's,High,124939,0.79,0.09
Customer Support,Master's,High,125756,0.91,0.85
Retail Worker,High School,High,53255,0.82,0.32
Retail Worker,High School,High,111808,0.75,0.62
Financial Analyst,PhD,Medium,142102,0.33,0.05
Nurse,Master's,Low,72690,0.25,0.43
Customer Support,Master's,High,39304,0.87,0.3
HR Specialist,PhD,Medium,129581,0.33,0.82
Software Engineer,PhD,Medium,69819,0.39,0.63
Truck Driver,High School,High,141925,0.81,0.41
Research Scientist,High School,Low,75805,0.09,0.78
Construction Worker,PhD,High,67326,0.91,0.92
HR Specialist,PhD,Medium,69224,0.54,0.17
Data Scientist,High School,Medium,132567,0.52,0
Teacher,PhD,Low,129417,0.28,0.33
Mechanic,High School,Medium,129652,0.31,0.35
Software Engineer,PhD,Medium,58498,0.45,0.86
Truck Driver,High School,High,37816,0.93,0.9
Lawyer,High School,Medium,65074,0.42,0.42
Mechanic,High School,Medium,46775,0.48,0.11
Software Engineer,PhD,Medium,127095,0.54,0.77
AI Engineer,Bachelor's,Low,85124,0.13,0.37
Nurse,Master's,Low,48224,0.16,0.62
Chef,Master's,Medium,80421,0.65,0.82
Marketing Manager,Bachelor's,Medium,149028,0.5,0.65
Truck Driver,High School,High,137919,0.8,0.9
Graphic Designer,PhD,Low,129391,0.4,0.5
Marketing Manager,Bachelor's,Medium,105125,0.33,0.06
UX Researcher,Bachelor's,Medium,127071,0.41,0.66
AI Engineer,Bachelor's,Low,109036,0.12,0.68
Security Guard,PhD,High,59000,0.8,0.9
Truck Driver,High School,High,45529,0.85,0.5
Security Guard,PhD,High,124845,0.94,0.33
Security Guard,PhD,High,135312,0.73,0.43
Nurse,Master's,Low,95478,0.08,0.6
Graphic Designer,PhD,Low,71702,0.35,0.35
Retail Worker,High School,High,123068,0.72,0.01
Construction Worker,PhD,High,33911,0.72,0.6
Lawyer,High School,Medium,121964,0.49,0.64
Data Scientist,High School,Medium,78229,0.57,0.12
Construction Worker,PhD,High,66704,0.83,0.98
Retail Worker,High School,High,91295,0.88,0.92
Customer Support,Master's,High,114532,0.86,0.01
Research Scientist,High School,Low,129211,0.06,0.14
Nurse,Master's,Low,36826,0.16,0.69
Nurse,Master's,Low,113899,0.19,0.91
Chef,Master's,Medium,59407,0.61,0.78
Doctor,Master's,Low,120389,0.12,0.77
Teacher,PhD,Low,145796,0.2,0.98
Financial Analyst,PhD,Medium,44433,0.44,0.5
Construction Worker,PhD,High,120913,0.93,0.97
UX Researcher,Bachelor's,Medium,128747,0.4,0.64
Mechanic,High School,Medium,102593,0.32,0.15
Teacher,PhD,Low,57706,0.19,0.26
Security Guard,PhD,High,53665,0.75,0.43
HR Specialist,PhD,Medium,109133,0.31,0.48
Data Scientist,High School,Medium,74329,0.47,0.73
Marketing Manager,Bachelor's,Medium,37279,0.39,0.52
Chef,Master's,Medium,69323,0.63,0.32
Graphic Designer,PhD,Low,81454,0.39,0.96
Construction Worker,PhD,High,80366,0.78,0.45
Software Engineer,PhD,Medium,71476,0.3,0.42
Mechanic,High School,Medium,122850,0.6,0.37
Software Engineer,PhD,Medium,80608,0.45,0.06
AI Engineer,Bachelor's,Low,92188,0.22,0.25
Marketing Manager,Bachelor's,Medium,43606,0.32,0.93
Teacher,PhD,Low,83568,0.22,0.64
UX Researcher,Bachelor's,Medium,81638,0.44,0.63
Retail Worker,High School,High,123309,0.71,0.07
Chef,Master's,Medium,64873,0.53,0.13
Teacher,PhD,Low,78179,0.05,0.93
Research Scientist,High School,Low,78139,0.07,0.32
Teacher,PhD,Low,43445,0.28,0.43
Chef,Master's,Medium,31299,0.56,0.82
Data Scientist,High School,Medium,104263,0.61,0.02
Teacher,PhD,Low,33250,0.28,0.88
Research Scientist,High School,Low,135050,0.15,0.96
HR Specialist,PhD,Medium,80029,0.69,0.67
Security Guard,PhD,High,34965,0.82,0.33
Doctor,Master's,Low,148225,0.28,0.23
UX Researcher,Bachelor's,Medium,118458,0.44,0.29
Security Guard,PhD,High,105763,0.9,0.55
Security Guard,PhD,High,99458,0.94,0.85
Nurse,Master's,Low,34516,0.24,0.91
Teacher,PhD,Low,123606,0.18,0.34
Data Scientist,High School,Medium,149359,0.53,0.47
Financial Analyst,PhD,Medium,37509,0.55,0.31
Data Scientist,High School,Medium,117178,0.64,0.21
Marketing Manager,Bachelor's,Medium,49060,0.43,0.4
Teacher,PhD,Low,59235,0.14,0.44
Teacher,PhD,Low,79216,0.21,0.7
Teacher,PhD,Low,49789,0.11,0.17
Retail Worker,High School,High,107171,0.87,0.02
Teacher,PhD,Low,30443,0.23,0.86
Mechanic,High School,Medium,105494,0.66,0.09
UX Researcher,Bachelor's,Medium,45231,0.55,0.01
Truck Driver,High School,High,116065,0.74,0.84
Lawyer,High School,Medium,102436,0.66,0.08
HR Specialist,PhD,Medium,62256,0.4,1
UX Researcher,Bachelor's,Medium,61917,0.41,0.8
Lawyer,High School,Medium,62948,0.39,0.67
Lawyer,High School,Medium,138602,0.49,0.59
Construction Worker,PhD,High,43322,0.9,0.79
Retail Worker,High School,High,143044,0.81,0.52
Construction Worker,PhD,High,128875,0.78,0.54
AI Engineer,Bachelor's,Low,130901,0.21,0.99
Teacher,PhD,Low,138298,0.07,0.17
Construction Worker,PhD,High,86987,0.72,0.2
Construction Worker,PhD,High,48445,0.78,0.1
Retail Worker,High School,High,44407,0.89,0.81
Construction Worker,PhD,High,36934,0.88,0.67
Software Engineer,PhD,Medium,131053,0.55,0.42
Graphic Designer,PhD,Low,48082,0.62,0.45
AI Engineer,Bachelor's,Low,66738,0.12,0.51
Teacher,PhD,Low,125946,0.29,0.17
Software Engineer,PhD,Medium,40037,0.34,0.72
Truck Driver,High School,High,77287,0.7,0.1
Construction Worker,PhD,High,33063,0.72,0.65
Lawyer,High School,Medium,140263,0.4,0.04
Marketing Manager,Bachelor's,Medium,67932,0.4,0.22
UX Researcher,Bachelor's,Medium,53519,0.67,0.25
Data Scientist,High School,Medium,100363,0.38,0.17
Nurse,Master's,Low,58911,0.13,0.9
HR Specialist,PhD,Medium,105253,0.57,0.79
Data Scientist,High School,Medium,105650,0.61,0.57
Nurse,Master's,Low,99037,0.09,0.91
Construction Worker,PhD,High,38715,0.75,0.4
AI Engineer,Bachelor's,Low,44466,0.26,0.22
Customer Support,Master's,High,85432,0.82,0.81
Nurse,Master's,Low,127557,0.19,0.89
Graphic Designer,PhD,Low,104227,0.65,0.08
Retail Worker,High School,High,64585,0.77,0.54
UX Researcher,Bachelor's,Medium,140397,0.55,0.8
Truck Driver,High School,High,102620,0.86,0.83
Doctor,Master's,Low,123332,0.28,0.61
Chef,Master's,Medium,120833,0.59,0.82
Financial Analyst,PhD,Medium,77131,0.43,0.06
Construction Worker,PhD,High,131298,0.73,0.55
Lawyer,High School,Medium,58653,0.45,0.73
Lawyer,High School,Medium,83020,0.62,0.77
Lawyer,High School,Medium,141257,0.44,0.02
Data Scientist,High School,Medium,33303,0.51,0.75
Construction Worker,PhD,High,104519,0.92,0.87
AI Engineer,Bachelor's,Low,121751,0.15,0.23
HR Specialist,PhD,Medium,91557,0.44,0.95
Data Scientist,High School,Medium,101452,0.69,0.42
Financial Analyst,PhD,Medium,70508,0.53,0.91
Research Scientist,High School,Low,81238,0.25,0.04
HR Specialist,PhD,Medium,146084,0.43,0.66
Research Scientist,High School,Low,99619,0.24,0.32
Retail Worker,High School,High,49830,0.83,0.69
Mechanic,High School,Medium,70882,0.47,0.75
Security Guard,PhD,High,124204,0.91,0.65
Construction Worker,PhD,High,84255,0.85,0.61
Financial Analyst,PhD,Medium,51566,0.52,0.01
Graphic Designer,PhD,Low,130461,0.66,0.31
Chef,Master's,Medium,80891,0.67,0.7
Construction Worker,PhD,High,127871,0.93,0.07
Graphic Designer,PhD,Low,112418,0.34,0.59
Doctor,Master's,Low,54002,0.17,0.53
Security Guard,PhD,High,108391,0.89,0.21
Nurse,Master's,Low,53474,0.18,0.47
Doctor,Master's,Low,106286,0.21,0.34
Software Engineer,PhD,Medium,92520,0.48,0.46
Security Guard,PhD,High,60210,0.73,0.61
Research Scientist,High School,Low,109558,0.1,0.82
UX Researcher,Bachelor's,Medium,54559,0.44,0.69
HR Specialist,PhD,Medium,85099,0.43,0.32
Software Engineer,PhD,Medium,68433,0.64,0.98
Doctor,Master's,Low,109791,0.28,0.98
Graphic Designer,PhD,Low,149321,0.66,0.46
Doctor,Master's,Low,72048,0.15,0.8
Data Scientist,High School,Medium,132076,0.36,0.67
Retail Worker,High School,High,105605,0.79,0.8
Retail Worker,High School,High,120811,0.87,0.05
Truck Driver,High School,High,115520,0.81,0.79
Data Scientist,High School,Medium,135341,0.57,0.89
Customer Support,Master's,High,116402,0.83,0.97
HR Specialist,PhD,Medium,71503,0.48,0.39
Truck Driver,High School,High,107366,0.7,0.26
Teacher,PhD,Low,132187,0.13,0.86
Customer Support,Master's,High,71164,0.86,0.91
Teacher,PhD,Low,67624,0.24,0.15
Retail Worker,High School,High,144499,0.91,0.99
Teacher,PhD,Low,146585,0.26,0.67
Doctor,Master's,Low,115780,0.27,0.06
Teacher,PhD,Low,140168,0.13,0.55
Customer Support,Master's,High,113764,0.72,0.41
Graphic Designer,PhD,Low,114367,0.52,0.07
Nurse,Master's,Low,54195,0.09,0.18
Doctor,Master's,Low,98397,0.24,0.42
Teacher,PhD,Low,114692,0.22,0.17
Lawyer,High School,Medium,75814,0.3,0.02
AI Engineer,Bachelor's,Low,122079,0.25,0.05
Chef,Master's,Medium,138165,0.62,0.52
Data Scientist,High School,Medium,130296,0.53,0.88
Teacher,PhD,Low,144547,0.28,0.98
Teacher,PhD,Low,85133,0.27,0.32
Retail Worker,High School,High,127347,0.88,0.82
AI Engineer,Bachelor's,Low,82990,0.3,0.1
Software Engineer,PhD,Medium,69379,0.65,0.11
Chef,Master's,Medium,128235,0.36,0.14
Mechanic,High School,Medium,102181,0.44,0.54
UX Researcher,Bachelor's,Medium,111839,0.44,0.61
Truck Driver,High School,High,83242,0.71,0.73
Doctor,Master's,Low,93611,0.28,0.9
Software Engineer,PhD,Medium,38871,0.67,0.8
AI Engineer,Bachelor's,Low,78743,0.12,0.59
HR Specialist,PhD,Medium,107418,0.61,0.5
Security Guard,PhD,High,116472,0.93,0.27
Chef,Master's,Medium,56025,0.62,0.02
Graphic Designer,PhD,Low,51747,0.57,0.67
Data Scientist,High School,Medium,117090,0.61,0.92
Doctor,Master's,Low,65486,0.24,0.56
Nurse,Master's,Low,148871,0.08,0.62
Research Scientist,High School,Low,72925,0.28,0.9
HR Specialist,PhD,Medium,50647,0.35,0.02
Nurse,Master's,Low,134839,0.07,0.24
UX Researcher,Bachelor's,Medium,94310,0.37,0.91
Construction Worker,PhD,High,67788,0.95,0.74
Financial Analyst,PhD,Medium,87676,0.34,0.34
Mechanic,High School,Medium,73677,0.46,0.88
Customer Support,Master's,High,84012,0.87,0.37
Software Engineer,PhD,Medium,67470,0.54,0.09
Lawyer,High School,Medium,139055,0.33,0.14
Research Scientist,High School,Low,31757,0.25,0.39
Teacher,PhD,Low,62964,0.15,0.92
Chef,Master's,Medium,139276,0.42,0.93
UX Researcher,Bachelor's,Medium,124364,0.57,0.31
AI Engineer,Bachelor's,Low,30030,0.19,0.44
Retail Worker,High School,High,54524,0.72,0.55
Financial Analyst,PhD,Medium,43733,0.57,0.26
AI Engineer,Bachelor's,Low,92086,0.27,0.14
UX Researcher,Bachelor's,Medium,134643,0.57,0.83
Software Engineer,PhD,Medium,136565,0.36,0.02
Customer Support,Master's,High,53784,0.78,0.93
Truck Driver,High School,High,129892,0.95,0.94
Chef,Master's,Medium,123497,0.55,0.48
Customer Support,Master's,High,71147,0.83,0.27
Marketing Manager,Bachelor's,Medium,138131,0.62,0.95
Financial Analyst,PhD,Medium,38168,0.33,0.3
HR Specialist,PhD,Medium,126017,0.68,0.01
Lawyer,High School,Medium,106548,0.38,0.41
Marketing Manager,Bachelor's,Medium,64574,0.45,0.77
Truck Driver,High School,High,106334,0.92,0.9
Customer Support,Master's,High,50709,0.77,0.1
Graphic Designer,PhD,Low,72434,0.63,0.72
Marketing Manager,Bachelor's,Medium,122192,0.66,0.94
Doctor,Master's,Low,102399,0.08,0.46
Construction Worker,PhD,High,52489,0.85,0.46
Truck Driver,High School,High,123995,0.89,0.17
Nurse,Master's,Low,116090,0.07,0.85
HR Specialist,PhD,Medium,126190,0.69,0.32
Mechanic,High School,Medium,132535,0.47,0.95
UX Researcher,Bachelor's,Medium,84026,0.45,0.76
Doctor,Master's,Low,61171,0.17,0.12
AI Engineer,Bachelor's,Low,140549,0.17,0.87
Customer Support,Master's,High,120061,0.93,0.82
Truck Driver,High School,High,143357,0.73,0.66
Software Engineer,PhD,Medium,74099,0.62,0.13
HR Specialist,PhD,Medium,101543,0.61,0.06
Nurse,Master's,Low,129691,0.3,0.33
Teacher,PhD,Low,111793,0.19,0.53
Marketing Manager,Bachelor's,Medium,33814,0.49,0.32
Chef,Master's,Medium,113395,0.47,0.45
Software Engineer,PhD,Medium,104892,0.41,0.78
Marketing Manager,Bachelor's,Medium,134560,0.55,0.58
HR Specialist,PhD,Medium,46585,0.4,0.89
Graphic Designer,PhD,Low,65878,0.57,0.66
Retail Worker,High School,High,144742,0.8,0.78
Chef,Master's,Medium,108074,0.32,0.72
Chef,Master's,Medium,135178,0.57,0.48
Research Scientist,High School,Low,38794,0.28,0.05
Research Scientist,High School,Low,87364,0.22,0.82
Truck Driver,High School,High,41853,0.81,0.33
UX Researcher,Bachelor's,Medium,73280,0.54,0.02
Mechanic,High School,Medium,130854,0.38,0.21
Mechanic,High School,Medium,100286,0.53,0.24
Construction Worker,PhD,High,129646,0.94,0.42
Software Engineer,PhD,Medium,82445,0.56,0.19
UX Researcher,Bachelor's,Medium,86152,0.61,0.21
Truck Driver,High School,High,45485,0.89,0.17
Security Guard,PhD,High,53953,0.84,0.83
Chef,Master's,Medium,48027,0.4,0.51
Doctor,Master's,Low,45265,0.05,0.86
Security Guard,PhD,High,39160,0.92,0.1
Security Guard,PhD,High,100717,0.9,0.16
HR Specialist,PhD,Medium,117275,0.34,0.06
Security Guard,PhD,High,73496,0.75,0.31
Lawyer,High School,Medium,95635,0.59,0.27
Software Engineer,PhD,Medium,57762,0.61,0.89
Teacher,PhD,Low,95888,0.14,0.68
Retail Worker,High School,High,84150,0.78,0.97
Mechanic,High School,Medium,87026,0.31,0.88
Teacher,PhD,Low,133992,0.22,0.89
Software Engineer,PhD,Medium,115847,0.56,0.77
Data Scientist,High School,Medium,30645,0.4,0.9
Teacher,PhD,Low,40704,0.12,0.39
Lawyer,High School,Medium,62256,0.44,0.81
Software Engineer,PhD,Medium,64224,0.69,0.69
Chef,Master's,Medium,43167,0.6,0.88
Chef,Master's,Medium,99459,0.34,0.25
Retail Worker,High School,High,90628,0.93,0.36
UX Researcher,Bachelor's,Medium,95162,0.44,0.43
Nurse,Master's,Low,144009,0.14,0.55
Nurse,Master's,Low,53978,0.3,0.58
HR Specialist,PhD,Medium,85419,0.49,0.97
Data Scientist,High School,Medium,123004,0.33,0.79
Software Engineer,PhD,Medium,47874,0.48,0.93
Software Engineer,PhD,Medium,149318,0.61,0.27
Mechanic,High School,Medium,39413,0.61,1
Research Scientist,High School,Low,137541,0.08,0.98
Data Scientist,High School,Medium,45890,0.43,0.59
Marketing Manager,Bachelor's,Medium,137747,0.54,0.72
Research Scientist,High School,Low,72582,0.14,0.68
Graphic Designer,PhD,Low,124964,0.61,0.07
Doctor,Master's,Low,64091,0.09,0.26
Truck Driver,High School,High,95707,0.79,0.14
Doctor,Master's,Low,82892,0.22,0.92
Data Scientist,High School,Medium,51946,0.65,0.74
Customer Support,Master's,High,92294,0.86,0.74
Teacher,PhD,Low,101022,0.06,0.65
Chef,Master's,Medium,116377,0.62,0.04
Mechanic,High School,Medium,125614,0.38,0.12
UX Researcher,Bachelor's,Medium,70577,0.47,0.41
Lawyer,High School,Medium,70214,0.57,0.99
Marketing Manager,Bachelor's,Medium,115416,0.64,0.5
HR Specialist,PhD,Medium,138176,0.53,0.56
Truck Driver,High School,High,88744,0.89,0.11
Chef,Master's,Medium,55759,0.63,0.51
Security Guard,PhD,High,37589,0.9,0.5
Truck Driver,High School,High,119485,0.82,0.25
Security Guard,PhD,High,55090,0.73,0.68
Chef,Master's,Medium,102889,0.46,0.54
Chef,Master's,Medium,93282,0.63,0.67
Teacher,PhD,Low,40892,0.14,0.5
Data Scientist,High School,Medium,132524,0.56,0.78
Teacher,PhD,Low,56006,0.25,0.47
Truck Driver,High School,High,60805,0.79,0.31
Lawyer,High School,Medium,86121,0.45,0.61
Data Scientist,High School,Medium,70344,0.42,0.65
Truck Driver,High School,High,62185,0.76,0.87
HR Specialist,PhD,Medium,133060,0.4,0.52
Doctor,Master's,Low,149756,0.07,0.64
Retail Worker,High School,High,31981,0.71,0.95
UX Researcher,Bachelor's,Medium,66443,0.62,0.53
Construction Worker,PhD,High,89434,0.84,0.82
Nurse,Master's,Low,73159,0.08,0.02
Data Scientist,High School,Medium,103298,0.5,0.14
Teacher,PhD,Low,65357,0.11,0.01
Teacher,PhD,Low,86735,0.09,0.07
Lawyer,High School,Medium,131977,0.4,0.02
Nurse,Master's,Low,79684,0.3,0.43
Research Scientist,High School,Low,90273,0.17,0.38
Customer Support,Master's,High,85547,0.88,0.01
Lawyer,High School,Medium,117429,0.4,0.63
Research Scientist,High School,Low,40208,0.11,0.01
Construction Worker,PhD,High,74056,0.78,0.39
AI Engineer,Bachelor's,Low,53553,0.28,0.67
Retail Worker,High School,High,54287,0.95,0.3
HR Specialist,PhD,Medium,48803,0.3,0.52
Teacher,PhD,Low,113192,0.28,0.83
Teacher,PhD,Low,128740,0.27,0.23
Mechanic,High School,Medium,38996,0.52,0.2
Graphic Designer,PhD,Low,79210,0.67,0.68
Nurse,Master's,Low,134439,0.2,0.09
Mechanic,High School,Medium,41135,0.56,0.01
Graphic Designer,PhD,Low,110709,0.68,0.96
UX Researcher,Bachelor's,Medium,78416,0.48,0.18
AI Engineer,Bachelor's,Low,57309,0.09,0.23
AI Engineer,Bachelor's,Low,67542,0.16,0.98
Lawyer,High School,Medium,50723,0.52,0.44
Financial Analyst,PhD,Medium,62081,0.58,0.05
Lawyer,High School,Medium,129443,0.61,0.3
Data Scientist,High School,Medium,55482,0.56,0.3
Graphic Designer,PhD,Low,103933,0.47,0.51
UX Researcher,Bachelor's,Medium,43997,0.55,0.34
Lawyer,High School,Medium,66258,0.47,0.43
Chef,Master's,Medium,132495,0.55,0.92
Data Scientist,High School,Medium,135071,0.49,0.86
Marketing Manager,Bachelor's,Medium,50954,0.57,0.49
Security Guard,PhD,High,45590,0.82,0.11
HR Specialist,PhD,Medium,118035,0.58,0.78
Truck Driver,High School,High,147488,0.82,0.52
HR Specialist,PhD,Medium,111506,0.59,0.52
Marketing Manager,Bachelor's,Medium,104644,0.54,0.86
Retail Worker,High School,High,85197,0.94,0.02
Chef,Master's,Medium,145435,0.61,0.87
UX Researcher,Bachelor's,Medium,31113,0.42,0.62
Retail Worker,High School,High,119374,0.88,0.47
Retail Worker,High School,High,105450,0.95,0.61
Research Scientist,High School,Low,113453,0.07,0.42
Mechanic,High School,Medium,62656,0.62,0.73
Retail Worker,High School,High,50823,0.84,0.31
Security Guard,PhD,High,52879,0.82,0.38
Teacher,PhD,Low,132132,0.09,0.29
Research Scientist,High School,Low,32693,0.13,0.14
Doctor,Master's,Low,69812,0.27,0.67
Nurse,Master's,Low,58353,0.2,0.45
Construction Worker,PhD,High,103969,0.94,0.94
UX Researcher,Bachelor's,Medium,34110,0.54,0.65
Retail Worker,High School,High,73105,0.86,0.53
Security Guard,PhD,High,147323,0.77,0.62
Software Engineer,PhD,Medium,97720,0.44,0.27
Financial Analyst,PhD,Medium,30877,0.48,0.05
AI Engineer,Bachelor's,Low,38499,0.15,0.47
Software Engineer,PhD,Medium,135634,0.66,0.24
Teacher,PhD,Low,88843,0.13,0.06
Nurse,Master's,Low,68966,0.15,0.79
Graphic Designer,PhD,Low,95490,0.7,0.09
Graphic Designer,PhD,Low,101786,0.52,0.21
Research Scientist,High School,Low,41808,0.3,0.7
Software Engineer,PhD,Medium,44903,0.3,0.38
UX Researcher,Bachelor's,Medium,93615,0.35,0.01
AI Engineer,Bachelor's,Low,81141,0.27,0.13
Truck Driver,High School,High,126705,0.76,0.67
Customer Support,Master's,High,57254,0.84,0.58
Mechanic,High School,Medium,126923,0.39,0.64
Truck Driver,High School,High,71689,0.71,0.96
AI Engineer,Bachelor's,Low,49546,0.26,0.22
Truck Driver,High School,High,41398,0.91,0.32
Marketing Manager,Bachelor's,Medium,142301,0.46,0.46
UX Researcher,Bachelor's,Medium,73042,0.55,0.41
Mechanic,High School,Medium,110094,0.57,0.13
UX Researcher,Bachelor's,Medium,126155,0.58,0.41
Nurse,Master's,Low,128464,0.22,0.62
Lawyer,High School,Medium,139791,0.66,0.66
Security Guard,PhD,High,56745,0.78,0.62
UX Researcher,Bachelor's,Medium,94558,0.49,0.16
Mechanic,High School,Medium,91478,0.41,0.87
Marketing Manager,Bachelor's,Medium,125980,0.54,0.46
Retail Worker,High School,High,128708,0.86,0.06
Security Guard,PhD,High,41638,0.81,0.94
Research Scientist,High School,Low,54829,0.29,0.97
Graphic Designer,PhD,Low,50720,0.64,0.21
Teacher,PhD,Low,99981,0.09,0.43
Truck Driver,High School,High,104541,0.88,0.38
Nurse,Master's,Low,30733,0.19,0.89
HR Specialist,PhD,Medium,127760,0.61,0.61
Truck Driver,High School,High,56819,0.89,0.58
Customer Support,Master's,High,105954,0.84,0.91
Research Scientist,High School,Low,145386,0.21,0.88
Nurse,Master's,Low,101360,0.22,0.42
Construction Worker,PhD,High,108349,0.81,0.63
Truck Driver,High School,High,137102,0.89,0.25
Customer Support,Master's,High,97310,0.93,0.39
Customer Support,Master's,High,121111,0.89,0.32
Research Scientist,High School,Low,85983,0.12,0.63
Graphic Designer,PhD,Low,98407,0.33,0.71
Marketing Manager,Bachelor's,Medium,130641,0.32,0.93
UX Researcher,Bachelor's,Medium,56363,0.35,0.47
Chef,Master's,Medium,56187,0.53,0.56
Data Scientist,High School,Medium,133171,0.61,0.65
Teacher,PhD,Low,143968,0.2,0.61
AI Engineer,Bachelor's,Low,89376,0.06,0.18
HR Specialist,PhD,Medium,70305,0.36,0.1
Financial Analyst,PhD,Medium,47054,0.42,0.69
Mechanic,High School,Medium,103080,0.34,0.71
UX Researcher,Bachelor's,Medium,55401,0.36,0.21
Software Engineer,PhD,Medium,41928,0.34,0.31
Doctor,Master's,Low,140177,0.25,0.4
Graphic Designer,PhD,Low,47024,0.34,0.42
Teacher,PhD,Low,39612,0.3,0.19
Truck Driver,High School,High,51450,0.82,0.45
Mechanic,High School,Medium,149511,0.43,0.51
Construction Worker,PhD,High,106554,0.73,0.55
HR Specialist,PhD,Medium,97173,0.67,0.07
Software Engineer,PhD,Medium,44517,0.54,0.59
Security Guard,PhD,High,31321,0.71,0.93
AI Engineer,Bachelor's,Low,93001,0.09,0.32
Chef,Master's,Medium,35685,0.37,0.72
Data Scientist,High School,Medium,35335,0.69,0.57
Mechanic,High School,Medium,110286,0.37,0.52
Doctor,Master's,Low,45641,0.26,0.57
Retail Worker,High School,High,50242,0.95,0.54
Teacher,PhD,Low,60166,0.15,0.57
UX Researcher,Bachelor's,Medium,61232,0.44,0.79
Graphic Designer,PhD,Low,78720,0.68,0.33
Construction Worker,PhD,High,125110,0.8,0.47
Marketing Manager,Bachelor's,Medium,113128,0.66,0.34
Teacher,PhD,Low,120605,0.11,0.39
Customer Support,Master's,High,39513,0.84,0.56
UX Researcher,Bachelor's,Medium,57177,0.44,0.85
Marketing Manager,Bachelor's,Medium,85572,0.31,0.87
Mechanic,High School,Medium,147849,0.35,0.24
Nurse,Master's,Low,126080,0.14,0.29
Software Engineer,PhD,Medium,144438,0.5,0.86
Construction Worker,PhD,High,34844,0.77,0.14
Security Guard,PhD,High,47639,0.87,0.68
Construction Worker,PhD,High,86041,0.79,0.37
Teacher,PhD,Low,68575,0.14,0.46
AI Engineer,Bachelor's,Low,120150,0.18,0.76
Truck Driver,High School,High,42485,0.94,0.48
Software Engineer,PhD,Medium,103147,0.56,0.04
Customer Support,Master's,High,66598,0.77,0.59
Retail Worker,High School,High,132916,0.88,0.3
Truck Driver,High School,High,41311,0.72,0.31
Marketing Manager,Bachelor's,Medium,139940,0.52,0.01
